"VCF0004","VCF0101","VCF0102","VCF0103","VCF0104","VCF0106A","VCF0110","VCF0111","VCF0112","VCF0113","VCF0114","VCF0115","VCF0116","VCF0118","VCF0127","VCF0128B","VCF0138","VCF0142","VCF0143","VCF0146","VCF0147","VCF0148","VCF0148A","VCF0149","VCF0150","VCF0151","VCF0152","VCF0154B","VCF0702","VCF0704","VCF0704A","VCF0705","VCF0706","VCF0707","VCF0708","VCF9001","VCF9002","VCF9009","VCF9013","VCF9014","VCF9015","VCF9016","VCF9017","VCF9018","VCF9026","VCF9027","VCF9028","VCF9029","VCF9030","VCF9030A","VCF9030B","VCF9030C","VCF9031","VCF9032","VCF9035","VCF9036","VCF9037","VCF9039","VCF9040","VCF9041","VCF9042","VCF9045","VCF9048","VCF9049","VCF9055"
1996,46,4,3,1,2,2,2,4,2,5,3,1,1,1,3,NA,NA,5,1,1,NA,NA,NA,10,3,400,10,2,1,1,1,1,1,NA,6,2,1,1,5,1,5,5,1,NA,1,1,3,7,2,2,2,5,1,7,1,1,NA,NA,NA,NA,5,NA,1,81
1996,42,3,3,2,2,3,1,2,2,2,2,4,2,1,1,NA,NA,1,2,2,NA,NA,NA,40,2,149,5,1,NA,NA,NA,7,NA,NA,21,3,2,1,5,2,5,5,2,NA,1,1,1,7,2,2,2,5,0,7,1,1,NA,NA,NA,NA,3,NA,1,12
1996,62,5,4,1,1,2,3,1,2,3,3,5,3,2,3,NA,NA,1,1,1,NA,NA,NA,50,3,400,8,2,1,1,1,1,1,1,30,5,1,2,3,2,2,2,2,NA,NA,1,3,7,2,2,2,5,0,7,1,9,NA,NA,NA,NA,3,NA,1,12
1996,47,4,3,1,1,2,3,1,2,4,1,1,1,2,3,NA,NA,1,1,2,NA,NA,NA,10,1,400,1,2,1,1,1,1,1,NA,46,5,2,2,2,4,2,3,3,NA,1,1,3,7,2,2,2,5,5,3,1,9,NA,NA,NA,NA,5,NA,2,12
1996,84,7,5,1,1,2,3,1,2,2,3,5,3,2,5,NA,NA,1,1,1,NA,NA,NA,50,3,303,10,2,2,2,2,2,2,2,80,5,2,2,2,2,2,2,2,NA,2,1,3,2,1,2,1,5,0,7,1,9,NA,NA,NA,NA,3,NA,1,12
1996,53,4,3,1,1,1,3,1,2,3,3,1,1,2,3,NA,NA,1,1,1,NA,NA,NA,10,3,400,11,2,1,1,1,1,1,1,51,3,1,2,4,5,3,1,1,NA,1,1,3,7,2,2,2,5,0,7,1,5,NA,NA,NA,NA,5,NA,1,12
1996,35,3,2,2,1,4,3,4,2,3,1,1,1,2,0,NA,NA,1,1,1,NA,NA,NA,17,1,230,2,2,2,2,2,2,2,NA,9,2,4,2,1,5,3,1,4,NA,2,1,1,2,1,2,1,5,0,3,1,5,NA,NA,NA,NA,1,NA,3,81
1996,65,6,4,1,1,3,3,3,1,4,1,5,3,2,1,NA,NA,1,1,5,NA,NA,NA,50,1,149,1,2,2,2,2,2,2,1,90,3,4,2,1,5,1,1,2,NA,2,2,3,2,1,2,1,5,3,3,5,5,NA,NA,NA,NA,1,NA,1,55
1996,20,1,1,2,1,2,3,2,2,1,3,4,2,2,7,NA,NA,1,2,2,NA,NA,NA,40,3,NA,11,1,NA,NA,NA,7,NA,NA,8,1,1,2,3,3,3,2,3,NA,NA,1,3,7,2,2,2,5,0,0,8,5,NA,NA,NA,NA,5,NA,2,12
1996,82,7,5,1,1,4,1,4,2,NA,1,5,3,2,3,NA,NA,1,1,5,NA,NA,NA,50,1,400,2,2,1,1,1,1,NA,NA,34,3,1,1,4,3,2,4,2,NA,1,2,1,2,1,2,1,5,0,7,1,9,NA,NA,NA,NA,5,NA,1,82
1996,75,7,5,2,1,2,1,4,2,NA,6,7,4,2,3,NA,NA,1,1,1,NA,NA,NA,71,1,400,2,2,1,1,1,1,NA,NA,36,5,1,1,5,4,2,1,4,NA,1,1,1,2,1,2,1,5,3,7,1,1,NA,NA,NA,NA,5,NA,2,82
1996,37,3,2,2,1,4,1,4,2,NA,2,1,1,2,7,NA,NA,5,1,1,NA,NA,NA,10,2,NA,5,2,1,1,1,1,NA,NA,15,3,1,1,3,4,3,4,2,NA,1,1,1,2,1,2,1,5,0,3,1,1,NA,NA,NA,NA,3,NA,2,82
1996,46,4,3,1,1,2,1,2,2,3,3,1,1,2,3,NA,NA,1,2,3,NA,NA,NA,10,3,400,10,1,NA,NA,NA,7,NA,NA,0,1,4,2,2,3,4,3,3,NA,NA,8,8,7,2,2,2,5,0,0,8,9,NA,NA,NA,NA,8,NA,1,12
1996,67,6,4,1,1,2,1,2,2,3,3,5,3,1,3,NA,NA,1,1,1,NA,NA,NA,50,3,400,10,2,1,1,1,1,1,1,90,5,1,1,1,5,NA,1,5,NA,1,1,1,7,2,2,2,5,5,7,1,9,NA,NA,NA,NA,3,NA,2,12
1996,46,4,3,2,1,3,3,1,2,2,2,1,1,1,0,NA,NA,1,2,4,NA,NA,NA,10,2,230,5,2,1,1,1,1,1,NA,43,2,5,4,2,4,3,3,2,NA,5,1,1,7,2,2,2,5,0,0,1,5,NA,NA,NA,NA,3,NA,2,85
1996,63,5,4,2,1,3,3,1,2,2,1,1,1,2,0,NA,NA,1,1,5,NA,NA,NA,10,1,230,1,1,NA,NA,NA,7,NA,NA,14,3,2,2,2,2,3,1,2,NA,5,1,1,7,2,2,2,5,0,2,1,9,NA,NA,NA,NA,3,NA,1,85
1996,28,2,2,1,1,4,2,4,2,3,1,1,1,2,3,NA,NA,1,2,2,NA,NA,NA,10,1,400,2,2,2,2,2,2,2,NA,5,2,1,2,4,3,4,4,3,NA,2,1,3,2,1,2,1,5,0,7,1,9,NA,NA,NA,NA,1,NA,3,85
1996,27,2,2,2,1,4,2,4,2,3,1,1,1,2,7,NA,NA,1,2,1,NA,NA,NA,10,1,NA,2,1,NA,NA,NA,7,NA,NA,22,1,1,3,4,3,2,2,2,NA,5,1,1,7,2,2,2,5,0,0,1,9,NA,NA,NA,NA,3,NA,3,85
1996,32,2,2,2,1,2,1,4,2,4,1,1,1,2,7,NA,NA,5,2,1,NA,NA,NA,10,1,NA,3,1,NA,NA,NA,7,NA,NA,9,1,2,4,1,5,2,1,4,NA,NA,1,3,7,2,2,2,5,0,0,5,5,NA,NA,NA,NA,3,NA,2,85
1996,60,5,4,2,1,3,1,4,2,3,2,1,1,1,0,NA,NA,1,2,3,NA,NA,NA,10,2,110,4,2,2,2,2,2,2,NA,49,1,2,2,2,3,2,2,2,NA,2,1,1,7,2,2,2,5,3,7,8,9,NA,NA,NA,NA,3,NA,1,85
1996,62,5,4,1,1,2,3,2,2,3,3,1,1,2,7,NA,NA,1,1,1,NA,NA,NA,10,3,NA,12,2,2,2,2,2,NA,NA,18,3,4,2,2,2,2,2,2,NA,NA,2,3,7,2,2,2,5,0,0,8,9,NA,NA,NA,NA,5,NA,1,12
1996,28,2,2,2,1,2,3,2,2,3,6,7,4,1,7,NA,NA,1,1,1,NA,NA,NA,70,3,NA,NA,1,NA,NA,NA,7,NA,NA,0,1,5,1,3,3,5,3,3,NA,5,1,3,2,1,2,1,1,0,0,1,9,NA,NA,NA,NA,3,NA,1,12
1996,54,4,4,1,1,4,1,3,1,5,1,1,1,2,3,NA,NA,1,1,1,NA,NA,NA,10,1,400,1,2,1,1,1,1,1,2,23,4,1,2,4,2,2,4,2,NA,1,2,1,1,1,1,2,5,5,2,1,1,NA,NA,NA,NA,3,NA,2,21
1996,75,7,5,1,1,3,1,3,1,4,1,5,3,2,3,NA,NA,1,1,5,NA,NA,NA,50,1,400,2,2,1,1,1,1,1,1,40,5,1,1,1,3,2,1,1,NA,1,1,1,7,2,2,2,5,1,7,1,9,NA,NA,NA,NA,3,NA,2,21
1996,62,5,4,1,1,3,2,2,2,4,1,1,1,2,0,NA,NA,1,1,1,NA,NA,NA,10,1,220,1,2,2,2,2,2,2,2,9,2,2,1,2,4,2,2,2,NA,2,1,3,7,2,2,2,5,1,6,1,5,NA,NA,NA,NA,1,NA,2,12
1996,45,4,3,1,1,3,2,2,2,3,3,1,1,2,7,NA,NA,1,1,1,NA,NA,NA,10,3,NA,10,1,NA,NA,NA,7,NA,NA,10,3,1,1,2,3,5,3,4,NA,5,1,3,2,1,2,1,5,0,0,1,1,NA,NA,NA,NA,3,NA,2,12
1996,73,6,5,2,1,4,3,2,2,2,2,1,1,2,0,NA,NA,1,1,3,NA,NA,NA,10,2,150,4,2,NA,NA,NA,NA,NA,NA,35,5,4,1,2,3,4,5,2,NA,1,2,3,7,2,2,2,5,5,7,1,1,NA,NA,NA,NA,3,NA,2,55
1996,61,5,4,1,1,2,3,2,2,3,3,5,3,2,0,NA,NA,5,1,1,NA,NA,NA,50,3,150,10,2,1,1,1,1,1,1,33,5,1,2,2,2,4,3,4,NA,1,2,1,7,2,2,2,5,0,5,5,5,NA,NA,NA,NA,5,NA,1,55
1996,48,4,3,2,1,2,3,2,2,3,2,1,1,1,0,NA,NA,1,1,3,NA,NA,NA,10,2,230,5,2,1,1,1,1,1,1,11,3,2,4,4,4,2,4,2,NA,1,2,1,7,2,2,2,5,0,7,8,9,NA,NA,NA,NA,3,NA,1,55
1996,30,2,2,2,1,3,3,2,2,2,3,1,1,2,0,NA,NA,1,2,2,NA,NA,NA,10,3,230,11,1,NA,NA,NA,7,NA,NA,3,1,5,2,2,4,2,2,4,NA,2,2,1,7,2,2,2,5,0,0,1,5,NA,NA,NA,NA,3,NA,2,55
1996,38,3,3,2,1,2,3,2,2,1,3,4,2,2,0,NA,NA,1,2,3,NA,NA,NA,40,3,230,8,1,NA,NA,NA,7,NA,NA,3,1,2,2,2,4,4,2,2,NA,NA,2,1,4,2,2,2,5,0,2,8,9,NA,NA,NA,NA,3,NA,2,82
1996,78,7,5,1,1,2,3,2,2,NA,3,5,3,1,7,NA,NA,1,1,1,NA,NA,NA,50,3,NA,10,2,1,1,1,1,1,NA,44,4,2,2,2,4,2,3,4,NA,5,2,1,5,1,NA,NA,5,0,0,1,9,NA,NA,NA,NA,3,NA,2,82
1996,65,6,4,1,1,2,3,2,2,3,3,5,3,2,7,NA,NA,1,1,3,NA,NA,NA,50,3,NA,10,2,2,2,2,2,2,NA,50,3,4,4,2,3,3,2,3,NA,2,2,1,3,1,1,1,5,5,0,1,9,NA,NA,NA,NA,1,NA,2,82
1996,42,3,3,1,1,3,3,2,2,3,3,1,1,1,7,NA,NA,1,1,3,NA,NA,NA,10,3,NA,10,2,1,1,1,1,1,NA,5,2,2,2,4,3,4,2,2,NA,1,2,3,7,2,2,2,5,0,4,1,1,NA,NA,NA,NA,3,NA,2,82
1996,30,2,2,2,4,2,3,2,2,1,6,7,4,2,1,NA,NA,1,2,1,NA,NA,NA,70,6,135,NA,1,NA,NA,NA,7,NA,NA,8,1,5,2,2,2,4,3,2,NA,NA,2,1,7,2,2,2,5,0,7,8,1,NA,NA,NA,NA,8,NA,1,82
1996,37,3,2,1,1,2,3,2,2,3,3,1,1,2,3,NA,NA,1,1,1,NA,NA,NA,10,3,400,10,2,3,NA,3,3,NA,NA,90,3,2,2,2,4,4,1,2,NA,5,2,1,2,1,2,1,5,3,2,5,1,NA,NA,NA,NA,3,NA,2,82
1996,39,3,3,2,1,3,3,2,2,4,2,1,1,2,1,NA,NA,1,1,1,NA,NA,NA,10,2,99,5,2,2,2,2,2,2,NA,12,1,5,2,2,2,3,3,2,NA,2,2,1,2,1,2,1,5,0,0,1,1,NA,NA,NA,NA,3,NA,1,82
1996,44,3,3,2,1,2,3,2,2,NA,2,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,10,2,149,4,1,NA,NA,NA,7,NA,NA,90,4,5,1,2,4,4,5,4,NA,NA,2,1,7,2,2,2,5,0,2,1,9,NA,NA,NA,NA,1,NA,1,82
1996,56,5,4,1,1,4,3,2,2,4,1,1,1,1,0,NA,NA,1,1,1,NA,NA,NA,10,1,270,2,2,2,2,2,2,2,NA,32,1,2,2,2,4,2,2,4,NA,2,2,1,2,1,2,1,1,0,0,1,9,NA,NA,NA,NA,5,NA,2,82
1996,82,7,5,1,1,1,3,2,2,2,3,5,3,2,3,NA,NA,1,1,1,NA,NA,NA,50,3,400,12,2,2,2,2,2,2,NA,45,3,2,3,4,4,1,3,2,NA,2,2,1,7,2,2,2,5,5,7,1,9,NA,NA,NA,NA,3,NA,2,82
1996,44,3,3,2,1,2,3,2,2,4,2,1,1,1,3,NA,NA,5,1,1,NA,NA,NA,10,2,400,4,1,NA,NA,NA,7,NA,NA,90,3,1,1,1,1,3,2,2,NA,1,1,1,3,1,1,1,5,0,7,8,5,NA,NA,NA,NA,5,NA,1,82
1996,45,4,3,1,1,3,3,2,2,3,5,1,1,2,1,NA,NA,1,2,1,NA,NA,NA,10,5,292,9,2,2,2,2,2,2,NA,90,2,5,1,2,5,3,4,1,NA,2,2,1,7,2,2,2,5,1,1,1,9,NA,NA,NA,NA,1,NA,2,82
1996,70,6,5,1,1,2,3,2,2,3,3,5,3,2,3,NA,NA,1,1,1,NA,NA,NA,51,3,400,10,2,1,1,1,1,1,NA,90,5,1,4,2,4,2,2,4,NA,1,2,1,7,2,2,2,5,3,7,1,5,NA,NA,NA,NA,3,NA,2,82
1996,26,2,2,1,1,2,3,2,2,3,3,1,1,2,7,NA,NA,1,2,1,NA,NA,NA,10,3,NA,11,1,NA,NA,NA,7,NA,NA,90,1,5,2,1,4,3,2,4,NA,NA,1,1,7,2,2,2,5,0,0,1,5,NA,NA,NA,NA,3,NA,1,82
1996,26,2,2,2,4,3,3,2,2,3,3,1,1,2,3,NA,NA,1,1,1,NA,NA,NA,10,3,400,8,2,2,2,2,2,2,NA,90,1,5,3,2,4,2,2,4,NA,2,3,1,7,2,2,2,1,0,2,1,5,NA,NA,NA,NA,1,NA,1,82
1996,49,4,3,2,4,3,3,2,2,3,3,6,2,2,1,NA,NA,1,1,1,NA,NA,NA,60,3,135,12,1,NA,NA,NA,7,NA,NA,26,3,5,1,3,2,4,2,2,NA,NA,1,1,7,2,2,2,1,0,0,1,9,NA,NA,NA,NA,8,NA,1,82
1996,67,6,4,2,1,2,3,2,2,1,3,5,3,1,7,NA,NA,1,1,5,NA,NA,NA,50,3,NA,11,2,3,NA,3,3,2,NA,90,1,4,1,4,4,2,2,3,NA,5,2,1,7,2,2,2,1,5,4,1,9,NA,NA,NA,NA,1,NA,1,82
1996,62,5,4,1,1,2,3,2,2,4,3,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,10,3,182,10,2,1,1,1,1,1,NA,29,4,1,2,2,3,1,2,4,NA,5,2,1,7,2,2,2,5,5,3,8,5,NA,NA,NA,NA,5,NA,2,82
1996,75,7,5,2,1,3,3,2,2,3,1,1,1,2,3,NA,NA,1,1,1,NA,NA,NA,10,1,400,3,2,2,2,2,2,2,NA,45,5,2,1,4,1,4,4,1,NA,NA,2,1,3,1,1,1,5,5,7,1,9,NA,NA,NA,NA,1,NA,2,82
1996,22,1,2,1,4,2,3,2,2,3,3,1,1,2,7,NA,NA,1,2,7,NA,NA,NA,10,3,NA,11,1,NA,NA,NA,7,NA,NA,90,1,4,1,3,2,3,2,2,NA,2,8,1,7,2,2,2,5,0,0,1,9,NA,NA,NA,NA,1,NA,1,82
1996,67,6,4,1,1,2,3,3,1,3,3,5,3,1,0,NA,NA,1,1,2,NA,NA,NA,50,3,279,10,2,2,2,2,2,2,2,40,4,2,2,1,3,2,1,2,NA,2,2,3,7,2,2,2,5,0,6,5,5,NA,NA,NA,NA,3,NA,2,21
1996,42,3,3,1,1,4,2,3,1,3,1,1,1,2,1,NA,NA,1,1,2,NA,NA,NA,10,1,135,2,2,1,1,1,1,1,1,90,3,1,1,2,2,4,4,1,NA,1,1,1,1,1,1,2,5,0,4,1,9,NA,NA,NA,NA,3,NA,2,21
1996,31,2,2,2,4,2,1,3,1,3,3,1,1,2,1,NA,NA,1,2,1,NA,NA,NA,10,3,251,8,1,NA,NA,NA,7,NA,NA,8,1,2,1,3,2,5,2,2,NA,NA,1,3,7,2,2,2,5,0,2,1,5,NA,NA,NA,NA,1,NA,1,21
1996,59,5,4,2,1,3,3,1,2,4,1,5,3,2,3,NA,NA,5,1,1,NA,NA,NA,50,1,400,1,2,2,2,2,2,NA,NA,0,1,5,2,3,4,3,2,3,NA,2,1,3,7,2,2,2,5,0,7,1,5,NA,NA,NA,NA,1,NA,2,12
1996,24,1,2,1,1,4,3,1,2,2,3,1,1,2,3,NA,NA,5,2,2,NA,NA,NA,10,3,400,12,1,NA,NA,NA,7,NA,NA,24,1,2,2,4,2,3,4,3,NA,1,1,1,7,2,2,2,5,0,0,8,9,NA,NA,NA,NA,5,NA,2,12
1996,35,3,2,2,1,2,2,2,2,NA,3,1,1,2,3,NA,NA,1,2,1,NA,NA,NA,10,3,400,8,2,2,2,2,2,2,1,90,6,4,3,2,4,2,2,4,NA,2,2,1,7,2,2,2,5,0,3,1,5,NA,NA,NA,NA,3,NA,2,12
1996,34,2,2,1,1,3,1,3,1,3,2,1,1,2,3,NA,NA,1,2,2,NA,NA,NA,10,2,400,4,1,NA,NA,NA,7,NA,NA,2,1,1,1,5,5,5,4,1,NA,5,1,3,7,2,2,2,5,5,3,1,1,NA,NA,NA,NA,5,NA,1,85
1996,64,5,4,2,1,1,3,3,1,1,3,1,1,2,7,NA,NA,1,2,1,NA,NA,NA,10,3,NA,8,2,1,1,1,1,1,2,47,5,4,1,1,5,5,5,2,NA,2,1,1,7,2,2,2,5,0,2,1,1,NA,NA,NA,NA,3,NA,1,21
1996,26,2,2,1,1,3,3,3,1,3,1,1,1,2,0,NA,NA,1,1,2,NA,NA,NA,10,1,230,1,2,3,NA,3,3,1,2,3,1,4,4,2,4,2,2,4,NA,2,1,1,7,2,2,2,5,0,1,1,5,NA,NA,NA,NA,1,NA,3,21
1996,38,3,3,2,1,2,3,3,1,NA,3,1,1,2,1,NA,NA,1,1,1,NA,NA,NA,10,3,292,11,2,1,1,1,1,1,1,5,2,1,2,3,2,4,2,4,NA,5,1,1,7,2,2,2,5,0,1,1,5,NA,NA,NA,NA,3,NA,1,21
1996,57,5,4,2,1,2,3,3,1,NA,2,1,1,2,1,NA,NA,1,1,1,NA,NA,NA,10,2,148,5,2,2,2,2,2,1,1,30,5,2,2,2,3,2,2,4,NA,NA,1,3,7,2,2,2,5,0,7,1,1,NA,NA,NA,NA,5,NA,2,21
1996,40,3,3,1,1,2,3,3,1,3,3,1,1,1,7,NA,NA,1,1,3,NA,NA,NA,10,3,NA,12,1,NA,NA,NA,7,NA,NA,40,3,4,1,2,4,3,4,4,NA,NA,2,1,7,2,2,2,5,0,7,1,9,NA,NA,NA,NA,1,NA,1,21
1996,21,1,1,2,1,2,3,3,1,2,4,1,1,1,7,NA,NA,1,2,1,NA,NA,NA,10,4,NA,13,1,NA,NA,NA,7,NA,NA,16,1,2,2,3,2,3,2,2,NA,NA,1,1,7,2,2,2,5,0,1,1,9,NA,NA,NA,NA,1,NA,1,21
1996,57,5,4,1,2,2,3,3,1,NA,3,1,1,2,NA,NA,NA,1,1,1,NA,NA,NA,10,3,NA,12,2,NA,NA,NA,NA,NA,NA,20,3,0,3,3,5,3,3,3,NA,3,NA,NA,NA,NA,NA,NA,1,0,7,8,9,NA,NA,NA,NA,NA,NA,NA,21
1996,36,3,2,1,3,4,3,3,1,3,1,1,1,2,1,NA,NA,5,2,3,NA,NA,NA,10,1,135,2,2,2,2,2,2,2,2,2,1,5,5,1,5,2,1,2,NA,2,NA,NA,7,2,2,2,5,0,0,1,1,NA,NA,NA,NA,3,NA,3,21
1996,22,1,2,1,1,2,3,3,1,1,4,1,1,2,2,NA,NA,1,2,2,NA,NA,NA,10,4,257,13,2,2,2,2,2,2,2,22,1,4,2,2,3,3,2,3,NA,5,1,3,7,2,2,2,5,0,1,1,5,NA,NA,NA,NA,3,NA,2,21
1996,49,4,3,2,1,4,3,3,1,3,1,1,1,2,3,NA,NA,1,1,3,NA,NA,NA,10,1,400,2,2,2,2,2,2,1,1,9,2,2,1,4,2,4,4,2,NA,1,1,1,7,2,2,2,5,0,3,1,9,NA,NA,NA,NA,3,NA,2,21
1996,50,4,3,1,1,3,2,3,1,5,1,1,1,2,3,NA,NA,1,1,1,NA,NA,NA,10,1,400,1,2,2,2,2,2,2,2,22,1,4,1,1,4,4,2,4,NA,5,1,1,7,2,2,2,5,0,5,1,5,NA,NA,NA,NA,1,NA,3,21
1996,25,2,2,1,1,3,1,3,1,1,NA,8,5,2,0,NA,NA,5,2,2,NA,NA,NA,80,4,20,NA,1,NA,NA,NA,7,NA,NA,3,1,2,1,1,5,1,1,1,NA,5,1,1,7,2,2,2,5,0,2,5,5,NA,NA,NA,NA,3,NA,2,85
1996,34,2,2,2,2,2,3,3,1,1,6,7,4,2,1,NA,NA,1,2,3,NA,NA,NA,70,6,121,NA,2,1,1,1,1,2,1,90,1,1,1,2,3,3,1,2,NA,1,8,1,7,2,2,2,5,5,0,8,5,NA,NA,NA,NA,3,NA,1,55
1996,34,2,2,1,1,2,3,3,1,2,3,1,1,2,1,NA,NA,1,1,1,NA,NA,NA,10,3,149,11,1,NA,NA,NA,7,NA,NA,90,1,2,1,5,4,2,3,1,NA,NA,1,1,7,2,2,2,5,0,0,8,9,NA,NA,NA,NA,3,NA,1,55
1996,62,5,4,1,1,2,3,3,1,1,3,5,3,2,2,NA,NA,1,1,1,NA,NA,NA,50,3,240,12,2,1,1,1,1,2,1,90,3,1,1,2,1,2,2,3,NA,1,1,3,7,2,2,2,5,0,7,8,9,NA,NA,NA,NA,5,NA,1,55
1996,58,5,4,2,1,3,3,3,1,NA,2,1,1,2,1,NA,NA,1,1,3,NA,NA,NA,10,2,135,4,1,NA,NA,NA,7,NA,NA,90,1,2,1,1,3,5,1,5,NA,1,1,3,7,2,2,2,5,0,6,8,9,NA,NA,NA,NA,1,NA,1,55
1996,73,6,5,2,2,2,3,3,1,1,3,5,3,2,1,NA,NA,1,1,5,NA,NA,NA,50,3,135,8,1,NA,NA,NA,7,NA,NA,90,5,1,1,8,1,5,1,1,NA,1,2,1,7,2,2,2,5,0,7,8,1,NA,NA,NA,NA,3,NA,1,55
1996,22,1,2,2,2,2,3,3,1,1,6,7,4,2,2,NA,NA,1,1,2,NA,NA,NA,70,6,258,NA,1,NA,NA,NA,7,NA,NA,90,6,4,2,1,1,2,1,1,NA,NA,1,1,7,2,2,2,5,0,2,8,1,NA,NA,NA,NA,5,NA,1,55
1996,30,2,2,1,1,4,2,4,2,2,NA,1,1,2,3,NA,NA,1,2,1,NA,NA,NA,10,NA,400,14,2,2,2,2,2,NA,2,0,1,5,2,1,4,3,3,2,NA,2,2,1,7,2,2,2,5,3,4,1,1,NA,NA,NA,NA,1,NA,2,81
1996,42,3,3,2,1,4,3,3,1,3,1,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,18,1,149,2,2,1,1,1,1,2,1,90,4,2,2,3,2,3,4,3,NA,1,1,3,2,1,2,1,1,5,3,1,5,NA,NA,NA,NA,3,NA,2,55
1996,45,4,3,2,1,4,2,3,1,5,1,1,1,2,0,NA,NA,1,1,1,NA,NA,NA,10,1,230,1,2,2,2,2,2,2,NA,13,2,2,2,3,3,4,4,4,NA,2,2,1,7,2,2,2,5,0,5,1,9,NA,NA,NA,NA,1,NA,2,21
1996,50,4,3,1,2,2,3,3,1,1,NA,6,2,2,NA,NA,NA,1,2,5,NA,NA,NA,60,NA,NA,NA,2,1,1,1,1,NA,NA,90,2,1,1,5,2,2,4,1,NA,NA,1,3,7,2,2,2,5,0,0,5,1,NA,NA,NA,NA,5,NA,1,55
1996,39,3,3,1,1,4,2,3,1,4,NA,1,1,2,3,NA,NA,1,1,1,NA,NA,NA,10,NA,400,14,2,2,2,2,2,2,1,0,2,2,2,3,4,2,3,4,NA,2,1,1,7,2,2,2,5,3,3,1,1,NA,NA,NA,NA,1,NA,3,21
1996,86,7,6,2,1,2,2,1,2,1,2,5,3,2,0,NA,NA,5,1,5,NA,NA,NA,50,2,229,5,1,NA,NA,NA,7,NA,NA,55,5,2,1,2,1,4,3,1,NA,NA,2,1,7,2,2,2,5,3,7,1,5,NA,NA,NA,NA,3,NA,2,82
1996,76,7,5,1,1,1,3,2,2,2,2,5,3,2,0,NA,NA,1,2,1,NA,NA,NA,51,2,220,4,2,1,1,1,1,1,1,54,1,1,1,1,1,2,1,1,NA,1,1,1,7,2,2,2,5,3,7,1,9,NA,NA,NA,NA,5,NA,1,12
1996,34,2,2,1,1,2,2,4,2,3,1,1,1,2,1,NA,NA,1,1,1,NA,NA,NA,10,1,304,3,2,2,2,2,2,2,NA,2,1,5,5,1,5,1,1,4,NA,2,1,1,7,2,2,2,5,1,3,1,5,NA,NA,NA,NA,1,NA,2,85
1996,40,3,3,2,1,2,2,4,2,3,3,1,1,1,1,NA,NA,1,2,3,NA,NA,NA,10,3,135,12,1,NA,NA,NA,7,NA,NA,2,1,2,1,2,2,4,3,2,NA,1,8,3,7,2,2,2,1,0,0,1,9,NA,NA,NA,NA,5,NA,1,85
1996,70,6,5,1,1,4,3,1,2,4,1,5,3,2,4,NA,NA,5,1,1,NA,NA,NA,50,1,502,2,2,1,1,1,1,2,NA,40,5,2,2,3,3,3,4,4,NA,2,1,1,7,2,2,2,5,0,7,1,9,NA,NA,NA,NA,3,NA,2,85
1996,62,5,4,2,1,4,2,1,2,NA,1,5,3,2,4,NA,NA,5,2,3,NA,NA,NA,50,1,502,2,2,2,2,2,2,2,2,90,3,2,2,2,2,4,4,2,NA,NA,1,1,7,2,2,2,5,3,7,1,5,NA,NA,NA,NA,1,NA,2,55
1996,28,2,2,1,3,4,2,1,2,4,1,1,1,2,3,NA,NA,5,2,1,NA,NA,NA,10,1,400,2,1,NA,NA,NA,7,NA,NA,2,1,5,1,1,2,4,1,4,NA,NA,2,1,7,2,2,2,5,0,4,1,9,NA,NA,NA,NA,1,NA,2,85
1996,41,3,3,1,1,3,2,1,2,3,1,1,1,2,0,NA,NA,1,1,1,NA,NA,NA,10,1,230,1,2,2,2,2,2,2,NA,15,3,4,2,4,4,2,3,3,NA,2,1,3,2,1,2,1,5,3,7,1,5,NA,NA,NA,NA,1,NA,2,85
1996,57,5,4,2,1,3,3,3,1,4,2,1,1,2,1,NA,NA,1,2,1,NA,NA,NA,10,2,149,5,2,2,2,2,2,2,1,35,1,2,3,1,4,4,2,2,NA,2,1,1,7,2,2,2,5,0,3,8,9,NA,NA,NA,NA,3,NA,2,55
1996,71,6,5,2,2,2,1,2,2,1,3,5,3,2,1,NA,NA,1,2,5,NA,NA,NA,50,3,292,11,2,1,1,1,1,1,NA,40,3,1,1,1,2,2,1,2,NA,NA,1,3,1,1,1,2,1,0,7,8,1,NA,NA,NA,NA,1,NA,1,85
1996,81,7,5,1,1,3,2,2,2,3,2,5,3,2,3,NA,NA,5,1,1,NA,NA,NA,50,2,400,4,2,1,1,1,1,1,NA,25,3,1,3,2,5,3,3,3,NA,NA,1,1,7,2,2,2,5,0,7,1,9,NA,NA,NA,NA,3,NA,2,85
1996,51,4,3,1,1,2,1,3,1,3,3,1,1,1,0,NA,NA,1,2,3,NA,NA,NA,10,3,110,10,2,2,2,2,2,2,NA,22,1,1,2,2,4,2,2,4,NA,2,3,1,7,2,2,2,5,0,4,5,1,NA,NA,NA,NA,3,NA,2,85
1996,34,2,2,1,1,4,2,3,1,4,1,1,1,1,0,NA,NA,1,1,1,NA,NA,NA,10,1,230,2,2,2,2,2,2,2,2,8,1,4,2,1,4,2,2,2,NA,2,2,1,7,2,2,2,5,5,0,1,1,NA,NA,NA,NA,1,NA,3,55
